latitude,longitude,slope,elevation,soil_moisture
27.24363502971184,88.47062477376718,46.82573854410293,1740.7000722651428,32.47137610671829
27.38767857660248,88.63051058133591,21.86425693114176,346.71514127172287,41.01915153750885
27.33299848545285,88.55105047448957,40.93297620750659,342.0347479050948,34.73266614475422
27.299664621049256,88.61529149322155,42.302177087228515,914.8594163841284,43.07475987907593
27.18900466011061,88.51400992020612,34.08588020860737,1228.422061768865,24.51254977849607
27.18899863008405,88.62910464569924,48.13999060311253,1763.774093834807,53.738886409037576
27.16452090304205,88.52784033574683,57.04651566460567,1598.2612155523598,24.394816633493967
27.36654403644373,88.45216753029607,56.650583080804935,1147.215142115822,72.02317300845351
27.3002787529358,88.63107639528386,35.28777171318595,819.8906659351652,35.191285324178146
27.32701814444901,88.46825733535724,20.095712062833986,2194.536550299651,55.10077444929319
27.15514612357395,88.51386272751809,59.317853953305054,1109.7444742483485,77.20514069149479
27.392477463040496,88.64001239341016,52.75041389006704,1157.6353462263833,62.30702898806762
27.358110660200104,88.64012142938752,20.609820654147008,610.8852602641714,54.642256125836795
27.203084777669567,88.56468757762467,56.437884717781756,1810.1381426248658,41.081693952499414
27.195456241801775,88.57636744243396,54.145336292795776,1617.9962289848283,41.645124348782865
27.195851127463357,88.53968910439566,38.347712570673245,719.4622642986448,63.516652087882356
27.22606056073988,88.50864215433961,41.607394608521815,456.5239866701011,84.6190584793759
27.28118910790806,88.51573290907399,32.95512167415586,1592.948673941955,63.01954734020961
27.257986254660526,88.58450369121542,17.46427374699141,1543.571307134157,56.25592212905162
27.22280728504951,88.60047490588754,30.08387587406554,819.1931012965977,67.49228316555099
27.302963223680592,88.60831580874517,51.12840518691051,2106.64076827578,50.23836479844168
27.184873465163008,88.60792362855892,15.208441035207128,587.0099943837104,23.909252269051038
27.223036162133802,88.46824122060974,30.007462726101487,1121.4361219809437,56.549293032064135
27.24159046082342,88.54888406094052,32.91759121159245,2092.870248318438,82.24564349284972
27.264017496054258,88.46151175200333,39.18280213220653,1097.4819021596322,31.394691253247878
27.34629399034825,88.55990577646475,56.39350273857422,1513.1993005617626,64.85031790334327
27.199918445539588,88.53830610027468,30.585569746468256,1055.429356129309,33.06068976283867
27.2785586096034,88.62754083655166,30.612894085330247,821.008884462473,54.828799490750285
27.29810364221551,88.52018300251042,48.18755616493868,2169.5575311236735,26.283969227036774
27.161612603179996,88.47341340328552,35.34980734004132,1077.7346119985818,49.27411085678203
27.301886212975358,88.47859833641057,25.10721703229919,1998.7884869903553,69.15061637819099
27.19263103092182,88.6023021263435,35.3597782259712,736.9137511930637,42.59214907553384
27.16626289824632,88.57364361266326,21.338565917090992,704.8989376476583,63.21926209166917
